출발 행정동 코드,도착 행정동 코드,이동인구(합)
11160,31160,435185.73
11160,31170,256123.16
11160,31180,515638.06
11160,31191,306793.65
11160,31192,401403.82
11160,31193,351217.52
11160,31200,2338170.36
11160,31210,160711.71
11160,31220,139570.1
11160,31230,11066588.98
11160,31240,781985.28
11160,31250,373000.27999999997
11160,31260,412589.66
11160,31270,207966.67
11160,31280,104624.27
11160,31350,89915.56999999999
11160,31370,208336.15
11160,31380,210178.48
11170,11010,2435104.98
11170,11020,2954911.91
11170,11030,2256667.44
11170,11040,1077086.68
11170,11050,903907.55
11170,11060,949623.92
11170,11070,510739.3
11170,11080,827026.98
11170,11090,443290.04
11170,11100,365659.16
11170,11110,637984.57
11170,11120,1257379.2
11170,11130,1891060.12
11170,11140,4093969.79
11170,11150,11485946.41
11170,11160,5894720.43
11170,11170,107691470.91
11170,11180,10618545.48
11170,11190,20999640.11
11170,11200,4825866.46
11170,11210,8922799.99
11170,11220,3840642.59
11170,11230,5071008.92
11170,11240,1807636.3
11170,11250,772104.55
11170,23010,1040849.81
11170,23020,147349.03
11170,23030,959615.61
11170,23040,773885.17
11170,23050,1306563.66
11170,23060,2297093.06
11170,23070,763819.04
11170,23080,1591167.4
11170,23310,204456.2
11170,23320,31226.5
11170,31011,367545.84
11170,31012,474755.44
11170,31013,422864.45
11170,31014,347021.47
11170,31021,356680.3
11170,31022,199919.2
11170,31023,893292.42
11170,31030,372802.85
11170,31041,1411874.08
11170,31042,1161932.25
11170,31050,13612229.77
11170,31060,13530793.0
11170,31070,493239.4
11170,31080,65418.72
11170,31091,575196.08
11170,31092,924803.78
11170,31101,1272336.94
11170,31103,695863.07
11170,31104,487041.66
11170,31110,508247.93
11170,31120,203280.58
11170,31130,619808.34
11170,31140,255084.47
11170,31150,3234415.61
11170,31160,900288.76
11170,31170,442889.62
11170,31180,380401.9
11170,31191,361075.19
11170,31192,391840.93
11170,31193,327885.77
11170,31200,929779.22
11170,31210,184442.34
11170,31220,168554.73
11170,31230,1551472.51
11170,31240,1294030.96
11170,31250,371210.21
11170,31260,285888.12
11170,31270,131373.34
11170,31280,105454.18
11170,31350,40280.14
11170,31370,147768.9
11170,31380,162014.15
11180,11010,1019071.41
11180,11020,1288986.75
11180,11030,1117261.29
11180,11040,556775.51
11180,11050,534896.53
11180,11060,475862.49
11180,11070,323531.88
11180,11080,428974.63
11180,11090,263165.73
11180,11100,207517.49
11180,11110,381748.94
11180,11120,665636.85
11180,11130,824316.4
11180,11140,1805805.74
11180,11150,1754330.01
11180,11160,2035770.85
11180,11170,10493972.83
11180,11180,57929429.4
11180,11190,6682019.27
11180,11200,3344359.56
11180,11210,10762833.15
11180,11220,2293127.04
11180,11230,2867943.61
11180,11240,1022698.04
11180,11250,430497.23
11180,23010,471214.72
11180,23020,53540.68
11180,23030,473690.35
11180,23040,424787.34
11180,23050,685297.32
11180,23060,1097959.17
11180,23070,374570.65
11180,23080,804148.49
11180,23310,68357.0
11180,23320,20430.5
11180,31011,402238.82
11180,31012,475318.96
11180,31013,384363.6
11180,31014,289994.99
11180,31021,239306.26
11180,31022,140845.38
11180,31023,602940.8
11180,31030,194572.07
11180,31041,3150978.51
11180,31042,1732153.71
11180,31050,3253540.46
11180,31060,10243075.07
11180,31070,335796.37
11180,31080,23954.97
11180,31091,555223.02
11180,31092,697369.16
11180,31101,588843.53
11180,31103,328124.35
11180,31104,241183.74
11180,31110,412963.6
11180,31120,117601.76
11180,31130,325181.65
11180,31140,198339.79
11180,31150,2040473.07
11180,31160,1095019.99
11180,31170,514098.48
11180,31180,231916.81
11180,31191,230242.99
11180,31192,301024.18
11180,31193,226025.27
11180,31200,427098.21
11180,31210,112039.27
11180,31220,101378.41
11180,31230,620598.98
11180,31240,1024153.73
11180,31250,269083.17
11180,31260,120174.93
11180,31270,59993.43
11180,31280,64794.43
11180,31350,14911.289999999999
11180,31370,66316.4
11180,31380,83447.51
11190,11010,5249396.37
11190,11020,6350999.58
11190,11030,7162915.16
11190,11040,2654032.73
11190,11050,2065725.56
11190,11060,2102527.87
11190,11070,1156280.55
11190,11080,2256474.14
11190,11090,1104687.69
11190,11100,860324.0599999999
11190,11110,1605748.07
11190,11120,3576789.55
11190,11130,5849157.11
11190,11140,14843139.78
11190,11150,14178945.88
11190,11160,14867789.3
11190,11170,20932336.49
11190,11180,6635391.32
11190,11190,167203427.41
11190,11200,18089287.57
11190,11210,10683096.24
11190,11220,7948639.3
11190,11230,9696257.39
11190,11240,4131587.62
11190,11250,1969846.74
11190,23010,1413535.84
11190,23020,137871.47
11190,23030,1173576.46
11190,23040,909819.52
11190,23050,1311838.98
11190,23060,2610829.53
11190,23070,1128103.86
11190,23080,2610269.81
11190,23310,282795.07
11190,23320,23264.579999999998
11190,31011,538257.7
11190,31012,694767.63
11190,31013,611710.51
11190,31014,577247.89
11190,31021,671187.12
11190,31022,344766.55
11190,31023,1707032.52
11190,31030,766553.08
11190,31041,1561304.15
11190,31042,1497417.29
11190,31050,7775559.59
11190,31060,4121557.43
11190,31070,649178.0
11190,31080,101326.72
11190,31091,666400.17
11190,31092,893217.8099999999
11190,31101,3439293.43
11190,31103,1853936.06
11190,31104,1358136.03
11190,31110,801170.54
11190,31120,474116.79
11190,31130,1292007.29
11190,31140,330658.79
11190,31150,1825069.18
11190,31160,1111783.11
11190,31170,541814.02
11190,31180,956051.57
11190,31191,455133.3
11190,31192,719397.0
11190,31193,695145.55
11190,31200,1894281.93
11190,31210,229537.7
11190,31220,204554.6
11190,31230,3978866.51
11190,31240,1393229.69
11190,31250,553156.22
11190,31260,445573.14
11190,31270,210641.18
11190,31280,152659.23
11190,31350,59997.72
11190,31370,211394.07
11190,31380,271416.85
11200,11010,3228943.92
11200,11020,4090279.86
11200,11030,6558804.67
11200,11040,1685020.13
11200,11050,1581146.16
11200,11060,1204459.05
11200,11070,720452.94
11200,11080,1175294.15
11200,11090,557223.07
11200,11100,450711.52
11200,11110,917776.97
11200,11120,1019432.33
11200,11130,1835986.54
11200,11140,3660239.52
11200,11150,1912426.74
11200,11160,3033731.43
11200,11170,4824196.75
11200,11180,3331719.8
11200,11190,18018349.46
11200,11200,100018148.21
11200,11210,22044565.33
11200,11220,19491998.26
11200,11230,10277086.3
11200,11240,2984029.32
11200,11250,1128721.91
11200,23010,699341.87
11200,23020,35214.08
11200,23030,327188.47
11200,23040,334151.45
11200,23050,422931.36
11200,23060,713129.17
11200,23070,311158.35
11200,23080,668340.85
11200,23310,138364.1
11200,23320,13811.14
11200,31011,344525.91
11200,31012,329404.67
11200,31013,270326.72
11200,31014,358278.92
11200,31021,488766.46
11200,31022,236585.11
11200,31023,1359115.65
11200,31030,360567.85
11200,31041,726408.86
11200,31042,1312833.08
11200,31050,2183775.17
11200,31060,1661723.11
11200,31070,267800.11
11200,31080,54522.57
11200,31091,347054.97
11200,31092,421080.57
11200,31101,987648.75
11200,31103,563280.38
11200,31104,401370.57
11200,31110,1512441.04
11200,31120,251841.42
11200,31130,780424.13
11200,31140,134154.86
11200,31150,763434.89
11200,31160,625908.11
11200,31170,590742.97
11200,31180,572403.58
11200,31191,354448.37
11200,31192,508042.19
11200,31193,453049.14
11200,31200,628045.14
11200,31210,174986.04
11200,31220,166943.2
11200,31230,988244.62
11200,31240,907244.48
11200,31250,401859.1
11200,31260,226576.29
11200,31270,134515.88
11200,31280,124989.74
11200,31350,31517.6
11200,31370,170123.63
11200,31380,226866.2
11210,11010,2907040.66
11210,11020,3936525.44
11210,11030,3603851.39
11210,11040,1770222.56
11210,11050,1485988.69
11210,11060,997890.58
11210,11070,558246.02
11210,11080,990317.17
11210,11090,463777.5
11210,11100,335246.47
11210,11110,693708.52
11210,11120,1005781.39
11210,11130,1946947.66
11210,11140,4415496.16
11210,11150,2088802.31
11210,11160,2956929.62
11210,11170,8747682.53
11210,11180,11035832.56
11210,11190,10635432.17
11210,11200,22018666.71
11210,11210,136776244.25
11210,11220,15203025.71
11210,11230,14725883.84
11210,11240,3888718.63
11210,11250,1069962.5
11210,23010,759733.85
11210,23020,45619.979999999996
11210,23030,413551.77
11210,23040,452307.62
11210,23050,572189.0
11210,23060,816657.99
11210,23070,320159.55
11210,23080,694123.57
11210,23310,123882.75
11210,23320,25987.22
11210,31011,468921.48
11210,31012,443645.39
11210,31013,374859.12
11210,31014,492913.09
11210,31021,629500.42
11210,31022,268824.88
11210,31023,1807342.26
11210,31030,305430.38
11210,31041,1765443.26
11210,31042,1750143.46
11210,31050,2520698.9899999998
11210,31060,3016346.69
11210,31070,337251.77
11210,31080,45817.54
11210,31091,446204.8
11210,31092,598503.67
11210,31101,833276.21
11210,31103,478255.34
11210,31104,356680.38
11210,31110,1930973.82
11210,31120,225886.32
11210,31130,673229.43
11210,31140,167612.83
11210,31150,1524903.1
11210,31160,825707.21
11210,31170,718209.08
11210,31180,518881.74
11210,31191,427576.96
11210,31192,565672.56
11210,31193,510928.39
11210,31200,585393.26
11210,31210,237608.63
11210,31220,170925.04
11210,31230,798239.13
11210,31240,1087241.87
11210,31250,522943.63
11210,31260,202045.38
11210,31270,119424.29
11210,31280,137271.5
11210,31350,29310.23
11210,31370,172482.16
11210,31380,209156.32
11220,11010,5689420.05
11220,11020,6934664.34
11220,11030,9026877.05
11220,11040,5711869.12
11220,11050,5248022.9
11220,11060,2957359.82
11220,11070,2782447.09
11220,11080,3413426.25
11220,11090,1635387.11
11220,11100,1379823.81
11220,11110,3067702.84
11220,11120,2757738.09
11220,11130,3492340.52
11220,11140,5110356.72
11220,11150,2559457.33
11220,11160,4393622.54
11220,11170,3793840.9
11220,11180,2150878.0
11220,11190,7856110.81
11220,11200,19591211.65
11220,11210,15236788.93
11220,11220,190786991.71
11220,11230,62496347.46
11220,11240,13449147.61
11220,11250,4507242.38
11220,23010,1093550.32
11220,23020,55464.92
11220,23030,578637.94
11220,23040,903021.3
11220,23050,806283.83
11220,23060,1114763.56
11220,23070,525216.13
11220,23080,1180866.66
11220,23310,139937.49
11220,23320,15049.92
11220,31011,1101787.56
11220,31012,1079599.22
11220,31013,860413.2
11220,31014,2145829.55
11220,31021,3722858.69
11220,31022,1573645.16
11220,31023,8953976.05
11220,31030,1182479.93
11220,31041,1080682.91
11220,31042,3440053.17
11220,31050,2910843.56
11220,31060,1722394.3
11220,31070,842172.13
11220,31080,111288.4
11220,31091,824814.11
11220,31092,815160.25
11220,31101,2050607.86
11220,31103,1220151.14
11220,31104,876862.92
11220,31110,5154581.07
11220,31120,1105947.07
11220,31130,2826327.54
11220,31140,499847.11
11220,31150,1250631.29
11220,31160,1645249.65
11220,31170,1733249.21
11220,31180,2737741.37
11220,31191,1477288.55
11220,31192,3327160.78
11220,31193,4124470.67
11220,31200,926618.35
11220,31210,625366.27
11220,31220,572172.75
11220,31230,1631144.96
11220,31240,2810755.8
11220,31250,2391304.78
11220,31260,475674.48
11220,31270,336241.71
11220,31280,467045.06
11220,31350,40147.77
11220,31370,337194.37
11220,31380,577957.92
11230,11010,7931392.2299999995
11230,11020,10252384.67
11230,11030,10551856.78
11230,11040,15450615.92
11230,11050,15123630.62
11230,11060,6775628.21
11230,11070,6770484.76
11230,11080,6079861.13
11230,11090,3083220.07
11230,11100,2517425.42
11230,11110,6266820.53
11230,11120,4273898.4
11230,11130,4948069.31
11230,11140,7522903.82
11230,11150,3356265.03
11230,11160,6091938.46
11230,11170,5087148.3
11230,11180,2686580.83
11230,11190,9814378.71
11230,11200,10293594.3
11230,11210,14696086.76
11230,11220,62651415.51
11230,11230,323565015.16
11230,11240,41703410.35
11230,11250,11393381.64
11230,23010,1523372.02
11230,23020,76401.25
11230,23030,844353.8
11230,23040,1238102.03
11230,23050,1099488.73
11230,23060,1655185.11
11230,23070,721764.89
11230,23080,1734388.3
11230,23310,138558.91
11230,23320,17992.5
11230,31011,1301276.19
11230,31012,1419976.9
11230,31013,1165095.34
11230,31014,2944619.95
11230,31021,7942468.37
11230,31022,3326185.48
11230,31023,13787478.53
11230,31030,2500368.67
11230,31041,1236306.29
11230,31042,3441753.97
11230,31050,4035992.25
11230,31060,2132455.3
11230,31070,1113100.32
11230,31080,207817.34
11230,31091,987401.47
11230,31092,1095872.73
11230,31101,2989427.11
11230,31103,1737304.92
11230,31104,1318771.05
11230,31110,2535835.07
11230,31120,2925049.17
11230,31130,6844482.18
11230,31140,721409.45
11230,31150,1593561.38
11230,31160,1727850.42
11230,31170,1474076.45
11230,31180,7010689.42
11230,31191,1807770.58
11230,31192,4867383.9799999995
11230,31193,5734268.36
11230,31200,1293538.3
11230,31210,876564.57
11230,31220,511334.04
11230,31230,2144252.78
11230,31240,3665091.11
11230,31250,4184312.6
11230,31260,913674.7
11230,31270,539421.93
11230,31280,607414.46
11230,31350,55540.08
11230,31370,598839.86
11230,31380,1119039.21
11240,11010,4600339.38
11240,11020,5613933.92
11240,11030,3309513.89
11240,11040,6412478.59
11240,11050,12967541.68
11240,11060,3895108.95
11240,11070,3357682.13
11240,11080,2632449.28
11240,11090,1319382.55
11240,11100,1196979.91
11240,11110,2999152.09
11240,11120,1407994.62
11240,11130,2191280.08
11240,11140,3227297.69
11240,11150,1207422.92
11240,11160,2566350.99
11240,11170,1821153.71
11240,11180,1006959.66
11240,11190,4210402.57
11240,11200,2973632.9
11240,11210,3915874.6
11240,11220,13480073.02
11240,11230,41747185.26
11240,11240,303628667.41
11240,11250,33344247.93
11240,23010,1057831.43
11240,23020,41126.37
11240,23030,356231.87
11240,23040,560396.4
11240,23050,512413.87
11240,23060,584648.34
11240,23070,295750.7
11240,23080,754570.22
11240,23310,129930.91
11240,23320,17804.55
11240,31011,547109.66
11240,31012,676157.35
11240,31013,563202.56
11240,31014,1296549.43
11240,31021,14101012.79
11240,31022,4505908.94
11240,31023,7752453.77
11240,31030,1616743.55
11240,31041,566833.97
11240,31042,1343960.83
11240,31050,1389601.49
11240,31060,753918.24
11240,31070,680136.78
11240,31080,168071.42
11240,31091,432294.59
11240,31092,548350.45
11240,31101,1165655.75
11240,31103,697293.53
11240,31104,517911.3
11240,31110,1023675.01
11240,31120,3139744.01
11240,31130,7572274.59
11240,31140,328106.62
11240,31150,730226.09
11240,31160,680083.61
11240,31170,672528.04
11240,31180,20687058.47
11240,31191,1200575.46
11240,31192,2419643.23
11240,31193,2247960.3
11240,31200,701372.57
11240,31210,1028843.92
11240,31220,416747.81
11240,31230,911384.02
11240,31240,2034530.76
11240,31250,4484597.62
11240,31260,849461.15
11240,31270,709158.4
11240,31280,569904.11
11240,31350,68559.77
11240,31370,760246.44
11240,31380,1336059.9
11250,11010,2907670.13
11250,11020,3321330.79
11250,11030,1461583.06
11250,11040,3588649.83
11250,11050,8216362.8
11250,11060,2855033.28
11250,11070,2534307.36
11250,11080,1278536.17
11250,11090,686492.71
11250,11100,651335.29
11250,11110,1765762.83
11250,11120,602479.92
11250,11130,1004736.96
11250,11140,1537677.02
11250,11150,438734.85
11250,11160,1097497.93
11250,11170,776130.25
11250,11180,436221.19
11250,11190,2011166.66
11250,11200,1115720.4
11250,11210,1055603.4
11250,11220,4614771.45
11250,11230,11614076.52
11250,11240,33338609.44
11250,11250,202839796.37
11250,23010,521342.52999999997
11250,23020,15230.06
11250,23030,125037.78
11250,23040,193036.36
11250,23050,187197.8
11250,23060,229021.21
11250,23070,118904.02
11250,23080,295802.51
11250,23310,75925.8
11250,23320,11832.98
11250,31011,172133.17
11250,31012,242156.23
11250,31013,195661.43
11250,31014,373248.98
11250,31021,1797478.42
11250,31022,1092880.58
11250,31023,2266395.35
11250,31030,919597.29
11250,31041,179690.74
11250,31042,433388.49
11250,31050,528259.72
11250,31060,278654.77
11250,31070,261939.2
11250,31080,109400.64
11250,31091,139814.48
11250,31092,244722.13
11250,31101,560701.74
11250,31103,300008.57
11250,31104,221497.01
11250,31110,345269.02
11250,31120,3034130.59
11250,31130,5599802.91
11250,31140,133205.77
11250,31150,338835.33
11250,31160,209170.55
11250,31170,218314.07
11250,31180,27649247.96
11250,31191,514584.47
11250,31192,707099.86
11250,31193,562316.69
11250,31200,395002.92
11250,31210,616621.52
11250,31220,197857.26
11250,31230,362506.5
11250,31240,727816.51
11250,31250,2699710.95
11250,31260,502960.58
11250,31270,483340.14
11250,31280,338398.62
11250,31350,48935.8
11250,31370,503676.26
11250,31380,1121684.01
23010,11010,584022.39
23010,11020,776331.76
23010,11030,656018.48
23010,11040,378262.3
23010,11050,379437.39
23010,11060,393298.68
23010,11070,259143.49
23010,11080,425715.55
23010,11090,224183.48
23010,11100,199007.68
23010,11110,370984.22
23010,11120,588711.67
23010,11130,626114.73
23010,11140,1233231.84
23010,11150,849448.23
23010,11160,2649368.69
23010,11170,899032.91
23010,11180,405986.46
23010,11190,1218252.65
23010,11200,551558.09
23010,11210,607880.51
23010,11220,813866.54
23010,11230,1097746.93
23010,11240,759563.14
23010,11250,372184.27999999997
23020,11010,58151.75
23020,11020,71886.22
23020,11030,43599.94
23020,11040,19727.77
23020,11050,14560.42
23020,11060,20525.6
23020,11070,9255.23
23020,11080,18354.19
23020,11090,11577.81
23020,11100,7663.21
23020,11110,12638.58
23020,11120,27095.61
23020,11130,34603.08
23020,11140,67810.92
23020,11150,68513.19
23020,11160,92222.08
23020,11170,147607.57
23020,11180,57392.59
23020,11190,143401.64
23020,11200,35212.31
23020,11210,44828.15
23020,11220,59699.73
23020,11230,82968.76
23020,11240,43135.78
23020,11250,15002.76
23030,11010,486113.89
23030,11020,548186.21
23030,11030,404374.68
23030,11040,180039.16999999998
23030,11050,130615.36
23030,11060,170090.36
23030,11070,79724.76
23030,11080,143719.65
23030,11090,78198.81999999999
23030,11100,59758.63
23030,11110,105198.31999999999
23030,11120,166521.46
23030,11130,300685.6
23030,11140,602499.84
23030,11150,426373.34
23030,11160,800230.85
23030,11170,964269.51
23030,11180,484692.9
23030,11190,1173722.76
23030,11200,320772.68
23030,11210,412561.9
23030,11220,588680.81
23030,11230,880632.3
23030,11240,359610.34
23030,11250,126681.86
23040,11010,423614.9
23040,11020,489949.0
23040,11030,438820.27
23040,11040,195323.77
23040,11050,167135.67
23040,11060,152148.96
23040,11070,88971.15
23040,11080,163875.27
23040,11090,77334.26
23040,11100,64025.39
23040,11110,125720.09999999999
23040,11120,179699.53
23040,11130,406402.37
23040,11140,623284.09
23040,11150,403169.06
23040,11160,840032.56
23040,11170,788976.24
23040,11180,426564.32
23040,11190,907170.36
23040,11200,332356.35
23040,11210,457309.4
23040,11220,898643.67
23040,11230,1261874.71
23040,11240,569294.25
23040,11250,190879.96
23050,11010,587003.52
23050,11020,611947.98
23050,11030,441935.41
23050,11040,229593.35
23050,11050,179109.01
23050,11060,189637.73
23050,11070,108644.0
23050,11080,174029.63
23050,11090,98403.59
23050,11100,85577.41
23050,11110,156254.63
23050,11120,210764.9
23050,11130,351573.28
23050,11140,721591.73
23050,11150,557997.9
23050,11160,1037333.79
23050,11170,1317739.75
23050,11180,691401.96
23050,11190,1318137.75
23050,11200,420300.13
23050,11210,576285.94
23050,11220,801795.0
23050,11230,1120852.49
23050,11240,517200.27
23050,11250,187164.79
23060,11010,925176.72
23060,11020,1110615.87
23060,11030,780391.17
23060,11040,344496.72
23060,11050,244517.22
23060,11060,300034.38
23060,11070,142366.07
23060,11080,232289.34
23060,11090,115980.48
23060,11100,98060.06999999999
23060,11110,185455.53
23060,11120,306882.84
23060,11130,554840.83
23060,11140,1211562.67
23060,11150,951522.4
23060,11160,1912242.39
23060,11170,2280482.93
23060,11180,1119097.22
23060,11190,2601460.29
23060,11200,708849.81
23060,11210,804294.99
23060,11220,1142670.83
23060,11230,1702493.59
23060,11240,589209.73
23060,11250,226750.08
23070,11010,481548.42
23070,11020,546473.78
23070,11030,374932.02
23070,11040,172379.96
23070,11050,120172.45999999999
23070,11060,130984.66
23070,11070,78027.63
23070,11080,127050.0
23070,11090,78493.36
23070,11100,58995.86
23070,11110,109216.87
23070,11120,266954.81
23070,11130,375181.32
23070,11140,950625.25
23070,11150,814063.5
23070,11160,2760527.59
23070,11170,769801.16
23070,11180,388672.88
23070,11190,1113990.06
23070,11200,303820.75
23070,11210,320544.86
23070,11220,528990.53
23070,11230,731737.64
23070,11240,294796.36
23070,11250,119390.2
23080,11010,1096542.76
23080,11020,1389920.44
23080,11030,864051.45
23080,11040,430984.71
23080,11050,309043.34
23080,11060,344764.52999999997
23080,11070,200253.57
23080,11080,331750.77999999997
23080,11090,168054.54
23080,11100,152944.93
23080,11110,275044.28
23080,11120,626773.2
23080,11130,870485.52
23080,11140,2214185.67
23080,11150,1331251.13
23080,11160,4780036.08
23080,11170,1602725.15
23080,11180,819203.45
23080,11190,2652037.17
23080,11200,669532.05
23080,11210,691365.07
23080,11220,1210390.27
23080,11230,1778985.66
23080,11240,754177.56
23080,11250,291135.71
23310,11010,106104.29
23310,11020,81170.61
23310,11030,93122.44
23310,11040,61114.02
23310,11050,58648.22
23310,11060,68371.52
23310,11070,54456.96
23310,11080,92231.16
23310,11090,51562.3
23310,11100,54579.38
23310,11110,89891.3
23310,11120,172525.5
23310,11130,170381.46
23310,11140,241864.0
23310,11150,269949.15
23310,11160,636539.31
23310,11170,197380.15
23310,11180,64988.84
23310,11190,273700.16
23310,11200,138191.17
23310,11210,120357.14
23310,11220,137302.26
23310,11230,133219.48
23310,11240,123284.13
23310,11250,73452.47
23320,11010,8622.23
23320,11020,7257.0199999999995
23320,11030,8596.16
23320,11040,7784.24
23320,11050,8858.76
23320,11060,8727.83
23320,11070,9924.4
23320,11080,11074.2
23320,11090,8269.4
23320,11100,6968.78
23320,11110,10821.12
23320,11120,17674.26
23320,11130,11174.82
23320,11140,15590.86
23320,11150,21883.24
23320,11160,31360.09
23320,11170,34365.0
23320,11180,20758.41
23320,11190,25688.31
23320,11200,16001.53
23320,11210,29958.71
23320,11220,16399.6
23320,11230,18140.46
23320,11240,20150.77
23320,11250,13708.49
31011,11010,423439.41
31011,11020,418005.27999999997
31011,11030,277071.2
31011,11040,171275.65
31011,11050,150698.87
31011,11060,124434.22
31011,11070,68765.67
31011,11080,125806.66
31011,11090,51645.77
31011,11100,43116.39
31011,11110,86873.06
31011,11120,76688.03
31011,11130,179577.46
31011,11140,293758.85
31011,11150,117104.64
31011,11160,261677.1
31011,11170,372903.51
31011,11180,405905.47000000003
31011,11190,538673.93
31011,11200,333330.71
31011,11210,438921.46
31011,11220,1108059.85
31011,11230,1329763.92
31011,11240,550944.2
31011,11250,175308.68
31012,11010,405954.96
31012,11020,484341.82
31012,11030,329156.1
31012,11040,196448.83
31012,11050,171350.91
31012,11060,150840.98
31012,11070,90606.72
31012,11080,126137.72
31012,11090,64586.35
31012,11100,49531.84
31012,11110,104812.88
31012,11120,100082.66
31012,11130,183904.68
31012,11140,333285.85
31012,11150,141895.48
31012,11160,333990.11
31012,11170,491590.12
31012,11180,488173.13
31012,11190,702342.68
31012,11200,320538.51
31012,11210,437960.92
31012,11220,1094647.98
31012,11230,1457300.6099999999
31012,11240,681741.62
31012,11250,240441.84
31013,11010,324553.29
31013,11020,390076.21
31013,11030,260969.47
31013,11040,167768.21
31013,11050,159799.65
31013,11060,134924.74
31013,11070,82040.33
31013,11080,120792.65
31013,11090,62279.409999999996
31013,11100,49734.76
31013,11110,98815.92
31013,11120,96706.41
31013,11130,151151.13
31013,11140,275354.63
31013,11150,124201.45
31013,11160,272896.18
31013,11170,413632.23
31013,11180,372507.74
31013,11190,588351.11
31013,11200,265558.01
31013,11210,368806.83
31013,11220,840940.73
31013,11230,1126896.49
31013,11240,546325.42
31013,11250,194019.84
31014,11010,552977.45
31014,11020,718389.15
31014,11030,431897.86
31014,11040,335625.75
31014,11050,279391.89
31014,11060,193128.48
31014,11070,107281.44
31014,11080,191350.71
31014,11090,73741.33
31014,11100,64955.43
31014,11110,148591.02
31014,11120,121303.4
31014,11130,262524.91
31014,11140,429999.14
31014,11150,157298.41
31014,11160,334816.33
31014,11170,343812.1
31014,11180,294257.9
31014,11190,573362.34
31014,11200,360221.89
31014,11210,484052.44
31014,11220,2157483.94
31014,11230,3006734.91
31014,11240,1289911.91
31014,11250,369456.55
31021,11010,698607.84
31021,11020,851902.42
31021,11030,511886.16
31021,11040,878715.79
31021,11050,1019354.2
31021,11060,493693.92
31021,11070,348706.32
31021,11080,323034.09
31021,11090,147952.29
31021,11100,129165.08
31021,11110,327959.98
31021,11120,196516.73
31021,11130,276285.06
31021,11140,474770.79
31021,11150,178912.81
31021,11160,382098.99
31021,11170,358075.0
31021,11180,234875.88
31021,11190,682052.36
31021,11200,477711.78
31021,11210,603072.63
31021,11220,3774689.1
31021,11230,8149359.17
31021,11240,14105656.97
31021,11250,1763029.13
31022,11010,413412.23
31022,11020,503281.25
31022,11030,237163.25
31022,11040,522143.54
31022,11050,549959.94
31022,11060,275155.61
31022,11070,210986.93
31022,11080,182907.93
31022,11090,89922.55
31022,11100,85890.99
31022,11110,188800.21
31022,11120,96415.72
31022,11130,147852.66
31022,11140,251488.75
31022,11150,85788.85
31022,11160,212596.35
31022,11170,198041.25
31022,11180,140213.44
31022,11190,342535.47
31022,11200,237512.48
31022,11210,262620.89
31022,11220,1586912.6300000001
31022,11230,3394806.3
31022,11240,4470360.58
31022,11250,1075458.66
31023,11010,2197987.11
31023,11020,2695840.98
31023,11030,1637954.55
31023,11040,1764488.32
31023,11050,1729019.47
31023,11060,902386.8
31023,11070,613983.0599999999
31023,11080,847506.08
31023,11090,333237.24
31023,11100,292404.36
31023,11110,721667.74
31023,11120,487523.56
31023,11130,949707.59
31023,11140,1349271.17
31023,11150,509732.95
31023,11160,1105771.31
31023,11170,887807.12
31023,11180,592919.4
31023,11190,1724612.6
31023,11200,1329976.38
31023,11210,1769808.17
31023,11220,8856951.1
31023,11230,13946416.0
31023,11240,7710310.34
31023,11250,2249421.44
31030,11010,2390222.8
31030,11020,2164241.14
31030,11030,766882.85
31030,11040,1271027.82
31030,11050,1234368.68
31030,11060,2339601.58
31030,11070,1892325.64
31030,11080,2208158.63
31030,11090,2930410.15
31030,11100,7470152.55
31030,11110,9725877.78
31030,11120,704605.95
31030,11130,534968.05
31030,11140,808073.15
31030,11150,183270.83
31030,11160,578492.92
31030,11170,377101.45
31030,11180,197340.97
31030,11190,771784.82
31030,11200,364815.07
31030,11210,305605.4
31030,11220,1235784.26
31030,11230,2589159.26
31030,11240,1592749.59
31030,11250,925325.55
31041,11010,542118.65
31041,11020,601452.22
31041,11030,424694.54
31041,11040,206458.25
31041,11050,170019.35
31041,11060,181639.61
31041,11070,91328.93
31041,11080,144654.27
31041,11090,73526.73
31041,11100,59009.18
31041,11110,115301.81999999999
31041,11120,150526.3
31041,11130,279595.39
31041,11140,557377.64
31041,11150,360645.88
31041,11160,551751.04
31041,11170,1417417.28
31041,11180,3168973.47
31041,11190,1573544.54
31041,11200,720197.0
31041,11210,1775844.54
31041,11220,1100620.85
31041,11230,1280775.98
31041,11240,574621.86
31041,11250,181369.26
31042,11010,943272.26
31042,11020,1180173.82
31042,11030,921194.51
31042,11040,458177.24
31042,11050,391854.36
31042,11060,323601.74
31042,11070,184226.29
31042,11080,339403.79
31042,11090,150977.41
31042,11100,125587.48
31042,11110,246704.38999999998
31042,11120,240445.27
31042,11130,431066.75
31042,11140,790122.3
31042,11150,403356.1
31042,11160,709632.03
31042,11170,1158503.23
31042,11180,1718326.72
31042,11190,1509277.64
31042,11200,1269367.9
31042,11210,1731579.26
31042,11220,3406718.14
31042,11230,3425798.12
31042,11240,1337555.88
31042,11250,428572.73
31050,11010,2263101.69
31050,11020,2737857.03
31050,11030,1932942.8699999999
31050,11040,826120.24
31050,11050,639834.88
31050,11060,725646.51
31050,11070,352651.48
31050,11080,579215.88
31050,11090,287045.65
31050,11100,226951.88
31050,11110,440311.38
